Account_number,PORTFOLIO,SSN,Phone No. ,City,State,Account Open Date,Loan_amount,Origination_fico_score,Current_fico_score,Current_outstanding
38696115,CREDIT CARD,386-37-0678,206-975-7758,Tacoma,WA,2020-08-09,50137,749,782,1504.11
38696116,CREDIT CARD,346-08-1222,303-356-4131,Aurora,CO,2019-07-04,74837,869,859,29934.800000000003
38696117,CREDIT CARD,555-99-9810,209-480-7685,Sherman Oaks,CA,2019-09-13,30505,766,771,11896.95
38696118,MORTGAGE,058-02-5357,209-485-4455,El Cajon,CA,2020-02-18,503902,753,776,201560.80000000002
38696119,MORTGAGE,599-92-4476,605-464-5439,Tuthill,SD,2020-11-07,863341,803,836,267635.71
38696120,CREDIT CARD,168-86-4362,236-963-4267,Hampden Sydney,VA,2021-07-05,39491,680,721,14611.67
38696121,MORTGAGE,393-33-8673,252-221-7350,Powellsville,NC,2020-02-06,114866,817,808,47095.06
38696122,MORTGAGE,067-02-0485,205-928-6540,Montgomery,AL,2021-01-26,845319,652,672,371940.36
38696123,MORTGAGE,185-86-8873,319-901-4285,Sac City,IA,2018-02-22,149339,858,880,7466.950000000001
38696124,CREDIT CARD,292-15-8205,218-898-1281,Wells,MN,2018-03-18,90361,706,732,14457.76
38696125,MORTGAGE,201-84-1673,480-250-6637,Dragoon,AZ,2018-06-28,555150,756,797,44412.0
38696126,MORTGAGE,469-57-3153,304-416-0525,Huntington,WV,2018-07-25,847041,740,780,321875.58
38696127,CREDIT CARD,629-31-3953,240-469-9334,Price,MD,2020-05-10,75304,814,863,22591.2
38696128,CREDIT CARD,589-99-3499,423-502-3338,Knoxville,TN,2019-08-10,57550,724,743,21293.5
38696129,MORTGAGE,460-99-5532,803-761-6835,Elliott,SC,2019-01-05,560891,787,837,100960.37999999999
38696130,PERSONAL LOAN,434-99-3875,215-602-0820,Drums,PA,2018-03-28,141918,774,810,45413.76
38696131,CREDIT CARD,489-29-4328,803-577-8127,Lancaster,SC,2020-02-26,59067,712,711,13585.41
38696132,MORTGAGE,089-02-1770,423-639-1100,Johnson City,TN,2020-12-17,779862,668,660,389931.0
38696133,MORTGAGE,619-87-4007,803-774-1734,Due West,SC,2021-05-20,471472,695,727,18858.88
38696134,MORTGAGE,144-23-6444,206-363-4340,Southworth,WA,2021-06-06,525714,879,895,136685.64
38696135,CREDIT CARD,642-29-4145,225-758-0704,Mansfield,LA,2019-09-03,37995,799,837,11398.5
38696136,CREDIT CARD,700-18-0329,262-399-7732,Underhill,WI,2018-10-21,69623,879,916,16013.29
38696137,PERSONAL LOAN,554-99-2883,209-837-7621,Standard,CA,2020-03-27,198791,715,731,17891.19
38696138,MORTGAGE,041-15-2937,210-900-0501,Del Rio,TX,2020-11-23,525610,881,930,162939.1
38696139,CREDIT CARD,536-71-2081,316-470-9600,Kansas City,KS,2019-08-20,43224,776,804,19883.04
38696140,CREDIT CARD,447-27-7266,215-795-8899,Mc Kean,PA,2018-09-21,41449,869,860,19895.52
38696141,CREDIT CARD,589-99-4977,262-219-3287,Brill,WI,2019-08-05,40728,777,779,6923.76
38696142,MORTGAGE,069-02-8708,207-640-1216,Mount Desert,ME,2018-01-01,583886,782,823,81744.04000000001
38696143,MORTGAGE,446-27-6342,605-496-9857,Freeman,SD,2021-04-26,485901,762,811,97180.20000000001
38696144,MORTGAGE,256-99-6454,217-568-2765,Peoria,IL,2021-08-22,453977,803,842,27238.62
38696145,MORTGAGE,767-02-5138,314-916-0021,Olean,MO,2021-07-28,148980,753,762,0.0
38696146,CREDIT CARD,432-99-7397,304-337-0898,Culloden,WV,2018-03-23,45317,689,681,20392.65
38696147,CREDIT CARD,711-18-9670,212-545-9015,Gainesville,NY,2020-09-22,41684,747,783,3751.56
38696148,MORTGAGE,178-86-2546,210-582-9993,Dallas,TX,2021-08-24,801583,656,647,16031.66
38696149,CREDIT CARD,001-11-5247,212-949-1611,Albany,NY,2020-11-14,61468,861,865,11678.92
38696150,PERSONAL LOAN,093-02-5923,229-565-6462,Suches,GA,2021-02-19,199882,723,727,23985.84
38696151,PERSONAL LOAN,228-99-4334,240-949-7110,Mount Victoria,MD,2019-04-08,61775,818,810,0.0
38696152,CREDIT CARD,146-23-5976,319-626-3748,Lone Tree,IA,2020-02-26,64093,759,789,10254.880000000001
38696153,PERSONAL LOAN,010-94-9213,480-864-4347,Phoenix,AZ,2018-03-07,82630,701,739,31399.4
38696154,CREDIT CARD,528-99-9483,239-829-7322,Fort Lauderdale,FL,2020-07-19,98610,674,680,30569.1
38696155,CREDIT CARD,240-99-7136,206-567-6684,Underwood,WA,2019-02-17,63513,753,800,13337.73
38696156,CREDIT CARD,733-26-7960,302-215-9692,Bethel,DE,2021-08-24,30063,770,792,10522.05
38696157,PERSONAL LOAN,646-23-7980,229-931-7017,Aragon,GA,2018-04-27,118144,665,683,5907.200000000001
38696158,MORTGAGE,456-99-6562,316-353-5393,Prairie View,KS,2019-10-28,832000,834,828,332800.0
38696159,MORTGAGE,542-81-4409,209-582-2774,Monterey,CA,2018-02-08,552032,767,781,193211.19999999998
38696160,MORTGAGE,130-98-5496,215-788-5992,Philadelphia,PA,2019-09-18,745347,831,836,141615.93
38696161,CREDIT CARD,690-22-4522,209-546-0912,Ahwahnee,CA,2021-08-24,80208,825,858,8822.88
38696162,MORTGAGE,360-08-3922,339-891-5088,Stoughton,MA,2020-09-15,420533,740,774,46258.63
38696163,MORTGAGE,250-99-7017,308-202-2920,Greenwood,NE,2018-02-12,816242,804,796,130598.72
38696164,MORTGAGE,181-86-6361,252-910-3310,Durham,NC,2019-03-04,603132,817,819,102532.44
38696165,MORTGAGE,158-23-8842,218-230-9818,Brimson,MN,2018-05-15,416855,819,847,75033.9
38696166,MORTGAGE,243-99-1605,215-219-3321,Warrendale,PA,2020-04-24,955172,673,666,57310.32
38696167,CREDIT CARD,062-02-5356,236-661-7160,Mint Spring,VA,2018-09-15,60086,689,723,18626.66
38696168,MORTGAGE,348-08-4116,216-270-4811,Roundhead,OH,2018-07-02,101847,816,848,10184.7
38696169,MORTGAGE,236-55-2978,252-528-0028,Charlotte,NC,2021-08-24,603415,882,878,48273.200000000004
38696170,MORTGAGE,350-08-7937,215-740-9505,Hop Bottom,PA,2018-09-08,572871,734,728,257791.95
38696171,CREDIT CARD,762-12-4352,314-416-8035,Stoutland,MO,2021-08-20,61905,858,861,21047.7
38696172,MORTGAGE,728-14-3100,209-483-6159,Salinas,CA,2018-06-08,800507,781,822,160101.40000000002
38696173,CREDIT CARD,319-11-5996,239-903-4928,Tangerine,FL,2018-03-22,69621,889,893,6962.1
38696174,MORTGAGE,446-27-4526,216-855-4828,Belmont,OH,2019-09-21,515062,724,731,123614.87999999999
38696175,PERSONAL LOAN,112-98-8463,802-605-2410,West Rutland,VT,2018-05-14,34246,789,831,12328.56
38696176,CREDIT CARD,552-99-3437,236-955-2960,Disputanta,VA,2019-11-05,72171,830,867,11547.36
38696177,MORTGAGE,242-99-8995,316-820-7163,Hoxie,KS,2019-07-08,883070,892,893,141291.2
38696178,MORTGAGE,544-81-1259,218-958-3140,Pennington,MN,2020-03-15,431271,693,740,73316.07
38696179,MORTGAGE,575-99-6680,405-823-0970,Carrier,OK,2020-03-10,922470,888,898,92247.0
38696180,MORTGAGE,433-99-6028,231-535-9728,Saint Louis,MI,2018-07-20,142766,776,772,58534.06
38696181,CREDIT CARD,288-15-0107,270-588-7016,Burgin,KY,2019-12-11,67937,737,783,5434.96
38696182,PERSONAL LOAN,159-86-1303,231-574-0993,Brethren,MI,2018-05-28,59259,875,904,2370.36
38696183,MORTGAGE,106-98-7522,314-333-4900,Golden City,MO,2019-03-26,660559,823,851,297251.55
38696184,CREDIT CARD,124-98-7560,304-634-4105,Arbovale,WV,2020-07-27,42855,758,797,16284.9
38696185,MORTGAGE,424-65-9489,209-671-5621,Los Angeles,CA,2020-07-28,792234,758,756,47534.04
38696186,CREDIT CARD,594-99-6110,480-695-0145,Salome,AZ,2018-09-16,66817,869,884,24722.29
38696187,CREDIT CARD,497-29-4041,252-561-6585,Goldsboro,NC,2019-11-08,88807,815,827,888.07
38696188,MORTGAGE,772-02-5498,308-307-9097,Cedar Creek,NE,2018-02-10,203302,770,815,4066.04
38696189,CREDIT CARD,328-11-4337,252-857-6608,Roxobel,NC,2021-08-18,37361,699,736,5977.76
38696190,CREDIT CARD,371-37-0412,218-542-4854,Maynard,MN,2020-07-17,26321,862,885,5000.99
38696191,CREDIT CARD,616-87-8820,304-457-0909,Wilkinson,WV,2019-10-15,63856,812,837,30012.32
38696192,CREDIT CARD,335-11-3089,216-938-0214,White Cottage,OH,2021-03-15,35615,791,824,4273.8
38696193,PERSONAL LOAN,111-98-3873,208-458-6112,Boise,ID,2020-12-23,195570,777,792,41069.7
38696194,CREDIT CARD,555-99-7220,210-658-1879,Houston,TX,2020-01-12,53444,834,846,15498.759999999998
38696195,CREDIT CARD,125-98-8973,605-897-5251,Stickney,SD,2020-09-12,29396,873,868,5879.200000000001
38696196,PERSONAL LOAN,514-31-4361,304-332-5461,Nebo,WV,2018-02-13,111409,845,891,44563.600000000006
38696197,CREDIT CARD,344-11-4352,252-212-2765,Cordova,NC,2019-01-13,51567,862,860,6703.71
38696198,PERSONAL LOAN,179-86-2830,209-812-0476,Miramonte,CA,2018-06-12,121715,699,735,15822.95
38696199,CREDIT CARD,304-37-1147,319-581-9496,New Vienna,IA,2019-04-20,37456,683,710,11611.36
38696200,MORTGAGE,564-99-9123,212-220-5347,Savona,NY,2021-03-23,483929,660,701,19357.16
38696201,PERSONAL LOAN,527-99-4060,205-782-7699,Birmingham,AL,2020-09-11,61804,859,906,22867.48
38696202,CREDIT CARD,076-02-1815,217-299-2404,Venice,IL,2021-04-12,52915,834,842,2645.75
38696203,CREDIT CARD,213-91-6516,319-735-6028,Fairfield,IA,2020-03-25,94133,714,756,45183.84
38696204,CREDIT CARD,402-73-7967,423-661-2882,Enville,TN,2018-08-22,43434,693,702,11292.84
38696205,MORTGAGE,614-87-8314,236-856-4548,Charlottesville,VA,2021-04-26,499585,666,692,214821.55
38696206,PERSONAL LOAN,569-99-2033,303-738-1921,Salida,CO,2018-05-02,133827,651,675,37471.560000000005
38696207,CREDIT CARD,494-29-5790,239-508-9728,Orlando,FL,2021-08-24,92378,722,737,39722.54
38696208,CREDIT CARD,569-99-7265,218-334-3570,Scandia,MN,2021-08-24,41625,899,911,4995.0
38696209,MORTGAGE,249-99-4465,236-448-9445,Manassas,VA,2021-01-03,206953,835,852,18625.77
38696210,MORTGAGE,726-18-9620,316-373-5784,Burr Oak,KS,2018-06-26,699104,815,851,160793.92
38696211,CREDIT CARD,366-39-4208,480-777-7980,Houck,AZ,2018-03-26,88294,751,783,26488.2
38696212,MORTGAGE,764-29-4170,216-648-5422,Bryan,OH,2020-07-13,468979,703,730,182901.81
38696213,PERSONAL LOAN,279-15-6890,385-694-1022,Salina,UT,2019-12-19,124314,759,788,9945.12
38696214,MORTGAGE,635-31-3998,605-473-3251,Spearfish,SD,2018-05-22,250903,738,733,102870.23
38696215,MORTGAGE,612-87-6540,270-741-0666,Haldeman,KY,2021-08-05,488419,689,717,29305.14
38696216,MORTGAGE,487-29-1616,802-632-8943,Wallingford,VT,2021-06-15,151540,696,739,71223.8
38696217,CREDIT CARD,498-29-2002,212-958-0413,Colton,NY,2020-02-18,72668,732,722,26160.48
38696218,CREDIT CARD,644-29-2864,236-332-6080,Roanoke,VA,2018-08-25,93160,833,849,40058.8
38696219,CREDIT CARD,586-67-2089,228-426-0169,Benoit,MS,2019-02-05,74048,665,675,20733.440000000002
38696220,MORTGAGE,757-12-3319,314-346-7144,Independence,MO,2021-07-10,457257,840,857,41153.13
38696221,CREDIT CARD,381-37-3243,339-227-1249,East Sandwich,MA,2021-01-07,61623,720,733,27114.12
38696222,MORTGAGE,605-87-7201,219-969-8528,Winamac,IN,2019-01-19,577443,767,816,248300.49
38696223,MORTGAGE,463-99-9686,262-283-1372,Green Bay,WI,2020-12-13,581310,805,819,116262.0
38696224,CREDIT CARD,073-02-8777,303-268-5531,Las Animas,CO,2020-08-09,53956,682,706,25898.879999999997
38696225,CREDIT CARD,609-87-6085,209-215-9663,Goleta,CA,2021-08-24,74488,731,727,17132.24
38696226,MORTGAGE,631-31-6271,319-229-7355,Prole,IA,2018-11-10,605473,774,811,121094.6
38696227,MORTGAGE,493-29-2698,385-487-1657,Kanosh,UT,2020-03-11,305554,861,894,79444.04000000001
38696228,CREDIT CARD,707-18-8268,205-808-2112,Odenville,AL,2021-07-09,63328,763,766,22164.8
38696229,MORTGAGE,052-02-3035,216-259-4290,Zanesville,OH,2019-08-18,714555,819,842,292967.55
38696230,MORTGAGE,337-11-2619,405-581-1817,Tulsa,OK,2020-08-28,422568,734,735,84513.6
38696231,CREDIT CARD,231-99-4017,262-337-0908,Milwaukee,WI,2021-08-24,70013,778,822,4900.910000000001
38696232,MORTGAGE,216-89-7851,304-295-7394,Halltown,WV,2019-02-19,941422,765,798,451882.56
38696233,MORTGAGE,290-15-8628,270-623-6260,Muldraugh,KY,2021-08-24,616667,673,684,234333.46
38696234,MORTGAGE,353-08-7069,385-218-3672,Emery,UT,2021-08-24,997607,823,841,428971.01
38696235,CREDIT CARD,074-02-1073,212-561-1506,New York City,NY,2019-07-23,46764,845,844,3741.12
38696236,CREDIT CARD,594-99-4367,210-487-4386,Naval Air Station/ Jrb,TX,2018-08-11,54737,743,744,9852.66
38696237,CREDIT CARD,331-11-4432,209-393-9208,Ventura,CA,2020-04-21,87128,703,735,35722.479999999996
38696238,CREDIT CARD,056-02-3729,479-360-7177,Jennie,AR,2020-11-06,92131,729,766,6449.170000000001
38696239,CREDIT CARD,473-55-0822,215-707-8336,Hop Bottom,PA,2018-11-19,71288,715,737,11406.08
38696240,MORTGAGE,687-24-0439,319-766-8595,Des Moines,IA,2019-10-09,879288,668,688,378093.83999999997
38696241,CREDIT CARD,389-33-4046,239-884-9266,Lake Worth,FL,2018-08-28,57573,789,830,27635.039999999997
38696242,CREDIT CARD,605-87-4985,319-452-9092,Delmar,IA,2021-08-19,25350,730,722,5830.5
38696243,MORTGAGE,456-99-4754,210-352-8780,Guy,TX,2021-08-20,816446,777,772,220440.42
38696244,MORTGAGE,727-10-9468,304-237-8029,Miami,WV,2019-08-01,521988,808,805,167036.16
38696245,PERSONAL LOAN,365-39-8098,304-933-5067,Sandstone,WV,2019-11-26,164098,653,674,11486.86
38696246,CREDIT CARD,378-37-6507,314-461-8673,Lanagan,MO,2021-03-05,43382,886,880,2602.92
38696247,PERSONAL LOAN,621-85-3889,240-395-2721,Baltimore,MD,2018-09-11,114477,814,855,34343.1
38696248,MORTGAGE,092-02-0642,503-333-3197,Buxton,OR,2020-07-26,517336,822,852,181067.59999999998
38696249,CREDIT CARD,611-87-9250,231-802-7743,Beaverton,MI,2021-08-24,38362,672,664,7288.78
38696250,PERSONAL LOAN,296-15-2245,210-283-7679,Edinburg,TX,2018-12-26,137755,758,759,23418.350000000002
38696251,CREDIT CARD,125-98-3779,210-363-2541,Stanton,TX,2021-08-24,46857,855,902,1874.28
38696252,PERSONAL LOAN,299-15-3924,907-310-7105,Alakanuk,AK,2021-08-24,112205,753,769,49370.2
38696253,MORTGAGE,423-67-7196,240-280-0928,Laurel,MD,2020-10-12,573974,721,716,143493.5
38696254,MORTGAGE,015-94-9429,385-836-0368,Newton,UT,2018-10-18,796634,703,728,47798.04
38696255,CREDIT CARD,474-55-9508,270-405-3123,Concord,KY,2020-11-04,84936,828,853,14439.12
38696256,CREDIT CARD,472-57-5061,208-551-5263,Cascade,ID,2019-10-07,90038,796,822,3601.52
38696257,CREDIT CARD,297-15-3659,314-880-0754,Craig,MO,2020-09-01,93010,686,690,29763.2
38696258,CREDIT CARD,218-89-3574,206-465-3496,Vaughn,WA,2019-02-02,97456,868,899,18516.64
38696259,PERSONAL LOAN,211-84-0690,209-497-1851,San Francisco,CA,2018-02-17,72380,707,757,6514.2
38696260,PERSONAL LOAN,387-33-0584,239-761-5676,Miami,FL,2018-04-11,37364,690,701,6351.88
38696261,MORTGAGE,416-67-7392,319-439-5854,Miles,IA,2020-06-28,813936,816,837,252320.16
38696262,CREDIT CARD,335-11-3473,218-239-6321,Long Prairie,MN,2018-07-22,91111,819,818,10933.32
38696263,MORTGAGE,222-11-6468,406-839-8606,Lame Deer,MT,2021-08-24,259174,842,882,31100.879999999997
38696264,MORTGAGE,444-27-2800,219-872-8854,Indianapolis,IN,2019-02-20,731285,788,802,87754.2
38696265,CREDIT CARD,659-24-9182,217-821-7360,Eldena,IL,2020-09-15,49290,682,707,19223.100000000002
38696266,CREDIT CARD,044-15-6201,239-451-0604,Tallahassee,FL,2018-04-13,26775,772,813,1606.5
38696267,CREDIT CARD,702-18-0522,209-357-5773,Burbank,CA,2021-08-24,76249,812,817,28974.62
38696268,MORTGAGE,184-86-4801,262-941-7804,Random Lake,WI,2018-02-01,238036,664,662,14282.16
38696269,PERSONAL LOAN,610-87-6848,201-313-8907,Hopatcong,NJ,2020-07-21,92340,750,744,28625.4
38696270,CREDIT CARD,047-15-2115,212-322-0599,Vestal,NY,2021-02-28,29575,662,652,1183.0
38696271,PERSONAL LOAN,422-67-6058,262-401-8232,Marshfield,WI,2019-10-07,34854,783,793,11153.28
38696272,MORTGAGE,521-99-5458,212-549-8034,North Chatham,NY,2019-06-24,277964,759,780,77829.92000000001
38696273,CREDIT CARD,286-15-0238,215-428-6626,Morton,PA,2019-12-27,84969,869,908,10196.279999999999
38696274,CREDIT CARD,557-99-9851,212-395-3065,Java Village,NY,2020-12-27,71477,787,831,2859.08
38696275,CREDIT CARD,463-99-0817,319-347-3369,Des Moines,IA,2019-12-18,72024,795,840,12244.080000000002
38696276,CREDIT CARD,012-94-4426,209-903-7551,Beverly Hills,CA,2021-04-27,48625,762,768,5348.75
38696277,CREDIT CARD,158-23-6229,262-605-9150,Sturgeon Bay,WI,2020-11-06,98937,779,799,46500.39
38696278,CREDIT CARD,528-99-1331,479-339-7260,Benton,AR,2018-04-18,79647,873,910,31062.33
38696279,CREDIT CARD,500-29-2068,207-595-1065,Eagle Lake,ME,2018-02-03,95813,830,880,11497.56
38696280,CREDIT CARD,085-02-7138,339-536-6864,Mill River,MA,2021-08-24,35823,802,842,9313.98
38696281,MORTGAGE,393-33-3736,201-205-7612,Belvidere,NJ,2021-05-23,114303,856,877,28575.75
38696282,PERSONAL LOAN,685-24-6752,217-349-4943,Brussels,IL,2019-12-21,50970,804,838,0.0
38696283,CREDIT CARD,248-99-1613,262-469-3702,Leopolis,WI,2020-01-01,82583,718,717,34684.86
38696284,CREDIT CARD,572-99-9811,316-902-8981,Linwood,KS,2018-10-06,48863,776,788,9772.6
38696285,CREDIT CARD,084-02-8699,210-817-5646,Waco,TX,2018-10-28,55619,879,913,18354.27
38696286,CREDIT CARD,490-29-9597,479-543-0371,Willisville,AR,2020-11-02,29816,695,693,596.32
38696287,CREDIT CARD,261-99-0785,210-822-6164,El Paso,TX,2020-07-24,64320,749,756,29587.2
38696288,CREDIT CARD,407-73-4441,219-985-9408,Shirley,IN,2020-08-05,47090,766,790,8947.1
38696289,CREDIT CARD,309-37-9093,212-654-9383,Averill Park,NY,2020-07-10,57368,801,842,16636.719999999998
38696290,CREDIT CARD,450-99-1629,236-466-0301,Reston,VA,2020-11-02,41132,773,780,6992.4400000000005
38696291,CREDIT CARD,419-67-5448,210-927-5834,San Antonio,TX,2021-03-05,52131,881,913,9904.89
38696292,MORTGAGE,686-24-3808,202-291-6155,Washington,DC,2019-09-03,915167,831,871,420976.82
38696293,MORTGAGE,299-15-9922,262-853-7457,Custer,WI,2019-03-01,690599,824,818,296957.57
38696294,PERSONAL LOAN,546-99-7891,423-886-3990,Minor Hill,TN,2020-05-01,38055,736,767,380.55
38696295,MORTGAGE,650-62-0999,225-386-2595,Mamou,LA,2019-02-16,930512,685,687,232628.0
38696296,CREDIT CARD,111-98-6469,210-350-9728,Corpus Christi,TX,2021-04-11,35238,866,895,15504.72
38696297,PERSONAL LOAN,503-45-8223,207-778-1000,Madawaska,ME,2018-02-07,47129,824,816,3770.32
38696298,MORTGAGE,277-17-1710,603-899-3199,Manchester,NH,2020-03-11,550883,873,911,126703.09000000001
38696299,CREDIT CARD,220-89-7363,802-924-8828,Middlebury,VT,2019-04-04,37963,846,838,8731.49
38696300,PERSONAL LOAN,294-15-1768,314-521-3137,Centerview,MO,2020-02-18,131034,851,853,45861.899999999994
38696301,MORTGAGE,314-35-8063,217-216-3645,Chicago,IL,2020-01-22,163001,789,790,29340.18
38696302,MORTGAGE,160-86-9689,206-723-2183,Bremerton,WA,2021-08-24,590623,827,859,253967.88999999998
38696303,CREDIT CARD,715-18-4000,231-391-9418,Detroit,MI,2018-01-06,55071,766,802,16521.3
38696304,MORTGAGE,459-99-4824,252-384-1887,Camp Lejeune,NC,2018-08-19,504291,754,762,45386.189999999995
38696305,PERSONAL LOAN,319-11-5540,314-881-1525,Davisville,MO,2018-09-20,105592,672,687,30621.679999999997
38696306,CREDIT CARD,211-84-6720,216-903-7701,Union Furnace,OH,2019-10-07,70163,657,656,11927.710000000001
38696307,MORTGAGE,023-92-4897,203-963-1747,Poquonock,CT,2018-11-17,123027,805,840,36908.1
38696308,CREDIT CARD,476-55-1542,270-447-3987,Hampton,KY,2021-05-18,58392,873,919,28612.079999999998
38696309,MORTGAGE,037-74-3785,210-410-3273,Bluff Dale,TX,2020-05-09,767474,806,842,0.0
38696310,PERSONAL LOAN,710-18-0969,210-306-9011,Bruceville,TX,2018-02-09,148849,737,774,2976.98
38696311,MORTGAGE,628-31-3576,209-540-5697,Orange,CA,2020-11-26,824049,888,914,16480.98
38696312,MORTGAGE,084-02-3606,215-440-9945,Harrisburg,PA,2021-05-18,753460,674,711,143157.4
38696313,CREDIT CARD,205-84-7957,210-866-0022,Pasadena,TX,2018-02-20,75286,896,896,14304.34
38696314,CREDIT CARD,672-48-8886,308-629-7870,Lincoln,NE,2021-01-06,49665,885,921,7449.75
38696315,MORTGAGE,573-99-8088,701-547-3653,Ayr,ND,2019-01-04,131081,695,719,32770.25
38696316,PERSONAL LOAN,422-67-3482,479-721-2771,Conway,AR,2020-07-11,101351,719,741,21283.71
38696317,PERSONAL LOAN,498-29-0252,210-337-5403,Laughlin A F B,TX,2021-08-24,88260,659,698,10591.199999999999
38696318,MORTGAGE,144-23-0205,212-589-8537,Poughkeepsie,NY,2021-07-17,166452,709,733,29961.36
38696319,MORTGAGE,209-84-6016,210-735-0495,Houston,TX,2021-08-24,222379,673,663,66713.7
38696320,PERSONAL LOAN,251-99-9417,225-671-7968,Abbeville,LA,2020-02-04,50765,807,832,20813.649999999998
38696321,CREDIT CARD,263-99-4890,202-435-5552,Washington,DC,2019-10-12,49993,770,819,10998.460000000001
38696322,PERSONAL LOAN,184-86-2936,212-331-7768,Rochester,NY,2019-05-12,74102,796,822,15561.42
38696323,MORTGAGE,752-09-9475,219-379-3607,Nashville,IN,2020-04-09,624062,674,664,131053.01999999999
38696324,CREDIT CARD,469-57-0440,505-897-3548,Tyrone,NM,2021-02-26,54709,809,850,4376.72
38696325,CREDIT CARD,080-02-3128,231-500-9099,Fowler,MI,2021-05-01,83554,739,782,34257.14
38696326,MORTGAGE,594-99-8374,202-624-4823,Washington,DC,2020-12-23,507778,889,920,253889.0
38696327,CREDIT CARD,390-33-0111,505-580-2873,Broadview,NM,2019-01-20,53342,804,838,17602.86
38696328,CREDIT CARD,345-11-1360,252-331-0017,Norwood,NC,2021-03-15,41268,791,838,7840.92
38696329,PERSONAL LOAN,201-84-8250,406-993-7178,Belt,MT,2020-03-21,186300,814,810,9315.0
38696330,MORTGAGE,683-24-6095,209-762-1459,Sacramento,CA,2020-12-23,273192,772,787,68298.0
38696331,CREDIT CARD,508-57-4098,219-962-0674,New Albany,IN,2019-06-23,41686,789,830,7920.34
38696332,MORTGAGE,548-99-7767,215-828-0383,Big Cove Tannery,PA,2021-08-24,539838,843,851,194341.68
38696333,MORTGAGE,577-53-0577,406-603-3422,Philipsburg,MT,2020-08-16,841743,793,794,412454.07
38696334,MORTGAGE,019-94-8954,239-864-1932,Boca Raton,FL,2020-07-07,860371,722,730,8603.710000000001
38696335,CREDIT CARD,218-89-7146,206-577-1893,Tacoma,WA,2021-04-01,70104,775,771,25237.44
38696336,MORTGAGE,118-98-1035,201-372-0154,Somerset,NJ,2019-04-09,309170,818,815,71109.1
38696337,MORTGAGE,106-98-2455,385-442-3963,Clarkston,UT,2020-02-10,610870,893,934,281000.2
38696338,MORTGAGE,696-16-8090,231-475-3002,Maybee,MI,2018-05-27,669506,680,698,167376.5
38696339,MORTGAGE,252-99-9495,205-300-3914,Mobile,AL,2018-10-20,329246,692,730,46094.44
38696340,CREDIT CARD,238-99-3315,210-967-7337,Pharr,TX,2019-03-22,26800,799,847,4020.0
38696341,CREDIT CARD,381-37-3264,209-448-7435,Altaville,CA,2020-06-05,92143,801,795,24878.61
38696342,MORTGAGE,539-71-7921,303-363-3926,Aurora,CO,2020-01-17,199832,715,742,89924.40000000001
38696343,MORTGAGE,635-31-0915,385-531-6619,Portage,UT,2019-11-18,812390,781,819,300584.3
38696344,MORTGAGE,462-99-2544,270-947-2442,Essie,KY,2020-08-12,563865,829,858,236823.3
38696345,MORTGAGE,438-99-4416,225-385-4969,Chalmette,LA,2020-07-12,821833,799,834,345169.86
38696346,MORTGAGE,642-29-1148,339-423-6462,Middleboro,MA,2021-08-24,274458,826,866,109783.20000000001
38696347,PERSONAL LOAN,725-18-5706,209-795-2392,San Francisco,CA,2018-05-04,72458,729,772,14491.6
38696348,PERSONAL LOAN,234-57-7435,215-467-8474,Washington Boro,PA,2020-10-19,137891,873,917,16546.92
38696349,PERSONAL LOAN,522-99-4352,252-440-0201,Hamlet,NC,2021-02-27,196174,831,824,31387.84
38696350,CREDIT CARD,111-98-3752,209-274-4868,Mi Wuk Village,CA,2018-07-03,52479,810,835,8921.43
38696351,MORTGAGE,692-18-7703,229-943-6114,Perry,GA,2021-07-21,456603,855,856,59358.39
38696352,CREDIT CARD,383-37-2489,218-510-0943,Lansing,MN,2019-01-22,40540,666,670,1621.6000000000001
38696353,MORTGAGE,544-81-3547,209-225-9259,Storrie,CA,2020-12-23,844017,821,849,270085.44
38696354,CREDIT CARD,566-99-9994,210-860-5901,Houston,TX,2021-04-11,81973,691,729,4918.38
38696355,CREDIT CARD,034-92-5270,209-251-5169,Forbestown,CA,2020-02-10,39660,829,857,18243.600000000002
38696356,CREDIT CARD,112-98-2980,216-981-7855,Cincinnati,OH,2021-08-03,31112,887,909,1866.72
38696357,CREDIT CARD,138-25-9506,423-480-0781,Belfast,TN,2018-01-20,73078,663,679,10230.92
38696358,MORTGAGE,109-98-7421,503-450-8820,Riddle,OR,2019-03-05,703414,656,693,225092.48
38696359,CREDIT CARD,570-99-6301,212-618-9438,Dannemora,NY,2018-12-27,27897,863,877,557.94
38696360,CREDIT CARD,015-94-9970,303-813-9719,Hudson,CO,2021-02-11,62673,877,907,9400.949999999999
38696361,CREDIT CARD,126-98-1765,205-766-5895,Delta,AL,2021-08-24,88380,774,808,18559.8
38696362,MORTGAGE,128-98-1858,215-838-5382,Pittsburgh,PA,2020-03-16,528311,855,885,258872.38999999998
38696363,CREDIT CARD,428-99-3225,236-971-1308,Richmond,VA,2020-10-15,28466,737,777,7970.4800000000005
38696364,PERSONAL LOAN,570-99-5300,339-363-9543,Plainfield,MA,2018-08-20,176673,813,842,19434.03
38696365,CREDIT CARD,268-17-6889,207-872-8238,Atlantic,ME,2020-12-07,84053,856,869,2521.5899999999997
38696366,CREDIT CARD,769-02-2409,236-444-9845,Orlean,VA,2018-12-23,43622,687,689,15703.92
